Ticket ID,Creation Timestamp,Channel,Category,Priority,Subject,Description
TID-7EEC6D72,2024-10-21 10:44:00,Email,Product Inquiry,Low,Is it possible to customize report templates?,"For compliance reasons, I need to know your data retention policy. How long is data stored after it's deleted from the UI?"
TID-DE29E415,2024-04-02 17:15:00,Email,Technical Issue,Urgent,Error message when saving a new project,"When I try to access the user settings page, it takes over a minute to load. Other sites are fine."
TID-2CFE260C,2024-12-01 14:48:00,Web,Product Inquiry,Low,Is there a mobile app?,I would like to add my company logo to the reports I generate. Can I create custom templates?
TID-AC44F82B,2024-06-06 18:22:00,Phone,Technical Issue,Low,Search functionality not returning all results,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Windows 11.
TID-4909538B,2025-01-15 05:48:00,Email,Account Management,High,New user invitation link has expired,"I sent an invite to a new team member, but the link expired. Can you please resend it to 'new.hire@example.org'?"
TID-2E1E3A39,2024-07-07 15:15:00,Email,Product Inquiry,Low,Is there a mobile app?,"For compliance reasons, I need to know your data retention policy. How long is data stored after it's deleted from the UI?"
TID-C6F54CD5,2024-04-13 02:00:00,Web,Technical Issue,Medium,Error message when saving a new project,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 08:00 AM. Clearing cache did not help.
TID-EEC5FE93,2024-02-25 03:56:00,Email,Technical Issue,High,Error message when saving a new project,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Samsung Galaxy S24."
TID-30EB4F6F,2024-03-13 07:12:00,Email,Technical Issue,Medium,API returning 503 errors,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a iPhone 15 Pro."
TID-6A1511F5,2024-07-18 01:34:00,Web,Billing & Payment,Low,Incorrect amount on invoice,I want to upgrade from the 'Basic' plan to the 'Pro' plan. How does proration work?
TID-C5860655,2024-11-25 07:24:00,Web,Account Management,Low,How do I delete my account?,I've tried the 'Forgot Password' link several times for username 'user@example.com' but I'm not receiving the email. I checked my spam folder.
TID-F27CD2D4,2024-05-27 17:45:00,Email,Account Management,Low,Unable to reset password,The manager of our corporate account has left the company. I need to take over ownership. What are the next steps?
TID-40B08D48,2024-12-05 17:24:00,Web,Account Management,Medium,New user invitation link has expired,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-DF9D4192,2024-10-18 19:05:00,Email,Account Management,High,Process for transferring account ownership,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-0F097412,2024-11-05 00:00:00,Email,Billing & Payment,Low,How to upgrade my subscription?,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-6414C275,2024-11-05 01:30:00,API,Account Management,Medium,Process for transferring account ownership,"I sent an invite to a new team member, but the link expired. Can you please resend it to 'new.user@example.com'?"
TID-2883E2BD,2024-02-11 13:00:00,Email,Account Management,Low,Process for transferring account ownership,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-F0943E88,2025-02-09 06:18:00,API,Billing & Payment,Medium,Payment failed but my card was charged,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-68830EDB,2024-12-26 17:30:00,Email,Technical Issue,Medium,Error message when saving a new project,"I am an admin, but I keep getting a 'Permission Denied' error when I try to upload a ZIP archive file. This started happening today."
TID-D390370A,2024-10-26 00:21:00,Web,General Feedback,Low,Love the new reporting dashboard,"As a new user, I found the settings menu difficult to navigate. The icons weren't very intuitive."
TID-FB477D9D,2025-01-30 05:00:00,Email,Technical Issue,High,Unable to upload files - Permission Denied,"I'm trying to export a report with 100000 rows to CSV, but it times out with the error 'ERR_TIMEOUT'."
TID-8CED8B1D,2024-03-10 01:20:00,Email,Billing & Payment,Medium,Payment failed but my card was charged,"My attempt to renew my subscription failed, but my bank statement shows a charge from your company. Please investigate."
TID-41D81A4B,2024-05-10 21:28:00,Phone,Product Inquiry,Low,Integration with third-party calendar apps,I need to export a report to PDF for a presentation. I can only see CSV and Excel options. Is this possible?
TID-E8B0A85D,2025-01-16 16:57:00,Phone,Technical Issue,Medium,Error message when saving a new project,Our integration is failing because all calls to the /api/v2/reports endpoint are returning a 503 Service Unavailable error.
TID-70B1BAD8,2024-11-09 01:28:00,Web,Product Inquiry,Low,Is there a mobile app?,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-8F6A3081,2025-01-23 17:37:00,Email,Billing & Payment,Low,Question about my latest invoice,My credit card company flagged a recent payment attempt to you as fraudulent. Can you confirm your payment processor is secure?
TID-099AE5FA,2025-01-23 19:30:00,Phone,Billing & Payment,Low,Request for past invoices,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-76B9C65C,2024-02-04 18:10:00,Email,Billing & Payment,Medium,Question about my latest invoice,My credit card company flagged a recent payment attempt to you as fraudulent. Can you confirm your payment processor is secure?
TID-6E41413C,2024-06-21 07:40:00,Phone,Billing & Payment,Medium,Question about my latest invoice,My credit card company flagged a recent payment attempt to you as fraudulent. Can you confirm your payment processor is secure?
TID-52FC4B73,2024-09-15 08:15:00,Web,Technical Issue,High,Error message when saving a new project,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-977C96E2,2024-11-26 15:24:00,Web,Technical Issue,Medium,API returning 503 errors,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-81BAFF37,2024-11-30 03:35:00,Web,Technical Issue,High,Dashboard widgets not refreshing,Our integration is failing because all calls to the /api/v2/reports endpoint are returning a 503 Service Unavailable error.
TID-6DF464A7,2024-03-20 12:48:00,Web,Technical Issue,High,API returning 503 errors,"When I try to access the user settings page, it takes over a minute to load. Other sites are fine."
TID-BEC578A8,2024-02-01 08:33:00,Web,Billing & Payment,High,Request for past invoices,My credit card company flagged a recent payment attempt to you as fraudulent. Can you confirm your payment processor is secure?
TID-E8FD0B57,2024-07-19 01:44:00,Email,Account Management,Medium,Unable to reset password,I need to update the primary email on my account from 'former.employee@example.org' to 'new.user@example.com'. What's the process?
TID-DB6A9D14,2024-12-07 07:21:00,Web,Technical Issue,Medium,Mobile app drains battery,Our integration is failing because all calls to the /api/v2/users endpoint are returning a 503 Service Unavailable error.
TID-8A9D4793,2024-09-12 06:20:00,Email,Technical Issue,Urgent,Unable to upload files - Permission Denied,Our integration is failing because all calls to the /api/v2/data endpoint are returning a 503 Service Unavailable error.
TID-78CB4861,2024-04-20 14:52:00,Phone,Product Inquiry,Low,Is there a mobile app?,I want to sync project deadlines from your platform to my Google Calendar. Do you have an integration for that?
TID-A8D9B9DF,2024-05-14 18:18:00,Web,Billing & Payment,High,Request for past invoices,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-A9660C80,2024-12-28 06:15:00,Email,Billing & Payment,High,How to upgrade my subscription?,Could you please provide PDF copies of all invoices for my account (50933) for the last fiscal year?
TID-3818ECDB,2024-08-08 23:56:00,Email,Billing & Payment,Low,Received fraud alert after payment,Could you please provide PDF copies of all invoices for my account (50933) for the last fiscal year?
TID-C52A9B4D,2025-01-18 02:15:00,Email,Technical Issue,Medium,Application crashing on startup,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-B4CF2128,2024-06-04 13:30:00,Email,Technical Issue,Urgent,Error message when saving a new project,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 08:00 AM. Clearing cache did not help.
TID-9C70B479,2024-09-26 10:06:00,Email,Product Inquiry,Low,Is it possible to customize report templates?,"For compliance reasons, I need to know your data retention policy. How long is data stored after it's deleted from the UI?"
TID-11249F52,2025-01-11 10:12:00,Email,Account Management,Medium,Process for transferring account ownership,The manager of our corporate account has left the company. I need to take over ownership. What are the next steps?
TID-B5FC4CD2,2024-10-13 18:47:00,Email,Billing & Payment,Medium,Incorrect amount on invoice,I am looking at invoice INV-2025-4900 and I don't understand the charge for 'User License Overage'. Can you clarify?
TID-C38F030D,2024-04-03 13:30:00,Email,Technical Issue,High,File export failing for large datasets,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 10:30 AM. Clearing cache did not help.
TID-AC249B68,2024-04-20 20:12:00,Email,Product Inquiry,Low,Do you offer training or webinars?,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-11355E4D,2025-01-22 02:04:00,Email,Technical Issue,High,Error message when saving a new project,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Google Pixel 8."
TID-F541DA3E,2024-07-23 03:07:00,API,Technical Issue,High,Error message when saving a new project,"I'm trying to export a report with 10000 rows to CSV, but it times out with the error '500_INTERNAL_SERVER_ERROR'."
TID-53EF099E,2024-10-24 10:24:00,Web,Account Management,High,Need to change the primary email,I need to update the primary email on my account from 'former.employee@example.org' to 'new.hire@example.org'. What's the process?
TID-37B64A5B,2024-06-08 07:10:00,Email,Product Inquiry,Low,How to export data to PDF?,I am often on the go and would love to access my data from a mobile app. Is one available for iOS or Android?
TID-BEBC2B5E,2024-03-27 18:20:00,Email,Billing & Payment,High,Incorrect amount on invoice,I want to upgrade from the 'Standard' plan to the 'Enterprise' plan. How does proration work?
TID-FA715392,2024-02-04 22:30:00,Email,Technical Issue,High,Dashboard widgets not refreshing,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 10:30 AM. Clearing cache did not help.
TID-33FFA061,2024-10-21 05:10:00,Phone,Account Management,High,New user invitation link has expired,I've tried the 'Forgot Password' link several times for username 'user@example.com' but I'm not receiving the email. I checked my spam folder.
TID-B8866DCB,2024-01-25 13:53:00,Web,Technical Issue,High,Error message when saving a new project,"I am an admin, but I keep getting a 'Permission Denied' error when I try to upload a ZIP archive file. This started happening today."
TID-EA7ABE7A,2024-08-13 04:00:00,Email,Billing & Payment,High,Request for past invoices,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-68093A69,2024-03-07 02:19:00,Email,General Feedback,Low,Excellent customer support experience,"As a new user, I found the settings menu difficult to navigate. The icons weren't very intuitive."
TID-A2D769AB,2024-11-07 18:00:00,Email,Technical Issue,Medium,Mobile app drains battery,Our integration is failing because all calls to the /api/v2/data endpoint are returning a 503 Service Unavailable error.
TID-9BF4532F,2024-12-29 17:15:00,Web,Technical Issue,Low,Application crashing on startup,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a iPhone 15 Pro."
TID-15A22F96,2024-03-24 10:36:00,Web,Billing & Payment,Medium,Incorrect amount on invoice,I want to upgrade from the 'Pro' plan to the 'Enterprise' plan. How does proration work?
TID-95A0B21C,2024-07-13 05:40:00,Email,Technical Issue,Medium,Unable to upload files - Permission Denied,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 08:00 AM. Clearing cache did not help.
TID-2EF8D148,2024-03-27 22:30:00,Web,Billing & Payment,Medium,Request for past invoices,I am looking at invoice INV-2025-4900 and I don't understand the charge for 'API Usage Fee'. Can you clarify?
TID-04DEA7CB,2025-02-09 13:39:00,Web,Technical Issue,Low,API returning 503 errors,Our integration is failing because all calls to the /api/v2/users endpoint are returning a 503 Service Unavailable error.
TID-6C01A259,2024-08-10 01:32:00,Email,Technical Issue,High,Application crashing on startup,"When I try to access the reporting tool page, it takes over a minute to load. Other sites are fine."
TID-FDAECE6A,2024-09-24 03:33:00,Email,Technical Issue,Low,Dashboard widgets not refreshing,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 12:00 PM. Clearing cache did not help.
TID-A7605AC5,2024-11-18 15:30:00,Email,Technical Issue,Urgent,File export failing for large datasets,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Windows 11.
TID-D918685C,2024-12-19 21:42:00,Web,Billing & Payment,Medium,Request for past invoices,I am looking at invoice INV-2025-4900 and I don't understand the charge for 'User License Overage'. Can you clarify?
TID-83C3D449,2024-10-08 04:12:00,Email,Technical Issue,High,Application crashing on startup,"When I try to access the dashboard page, it takes over a minute to load. Other sites are fine."
TID-87DA8803,2024-06-05 09:45:00,Phone,Account Management,High,New user invitation link has expired,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-7E970915,2024-09-03 14:34:00,Email,Technical Issue,High,File export failing for large datasets,"I am an admin, but I keep getting a 'Permission Denied' error when I try to upload a ZIP archive file. This started happening today."
TID-C144690A,2024-05-08 17:15:00,Web,Technical Issue,High,Search functionality not returning all results,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Ubuntu 22.04.
TID-08023B36,2024-09-21 01:16:00,Web,Billing & Payment,Low,How to upgrade my subscription?,I want to upgrade from the 'Basic' plan to the 'Enterprise' plan. How does proration work?
TID-29B867D5,2024-06-26 08:27:00,Email,Technical Issue,Low,Website is loading very slowly,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Google Pixel 8."
TID-5CD5C54B,2024-05-12 06:24:00,Web,Billing & Payment,Medium,Payment failed but my card was charged,My credit card company flagged a recent payment attempt to you as fraudulent. Can you confirm your payment processor is secure?
TID-C8C62847,2024-10-12 00:58:00,Email,Product Inquiry,Low,Is it possible to customize report templates?,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-CEC483C6,2025-01-24 06:20:00,Phone,Product Inquiry,Low,Data retention policy clarification,I need to export a report to PDF for a presentation. I can only see CSV and Excel options. Is this possible?
TID-88EF5D5F,2024-12-17 03:21:00,Phone,Technical Issue,Low,Website is loading very slowly,"When I try to access the user settings page, it takes over a minute to load. Other sites are fine."
TID-351EB54D,2025-02-10 18:54:00,Phone,Product Inquiry,Low,Is it possible to customize report templates?,I want to sync project deadlines from your platform to my Google Calendar. Do you have an integration for that?
TID-B106C923,2024-08-07 06:09:00,Phone,Technical Issue,Medium,File export failing for large datasets,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-F2C4686F,2024-03-28 06:00:00,Web,Product Inquiry,Low,Data retention policy clarification,I need to export a report to PDF for a presentation. I can only see CSV and Excel options. Is this possible?
TID-E238C7D7,2024-02-19 00:50:00,Email,General Feedback,Low,Love the new reporting dashboard,"As a new user, I found the settings menu difficult to navigate. The icons weren't very intuitive."
TID-038E1D0B,2024-08-07 09:18:00,Web,Billing & Payment,High,Received fraud alert after payment,I want to upgrade from the 'Pro' plan to the 'Pro' plan. How does proration work?
TID-7A932AF2,2025-02-07 17:12:00,Web,General Feedback,Low,Excellent customer support experience,I think it would be great if you could add a dark mode to the UI. It would be much easier on the eyes.
TID-5D45CBF6,2024-05-22 23:08:00,API,Account Management,Low,User account locked,I've tried the 'Forgot Password' link several times for username 'demo_user@example.net' but I'm not receiving the email. I checked my spam folder.
TID-EA742E16,2024-04-04 07:03:00,Email,Billing & Payment,Low,Request for past invoices,My credit card company flagged a recent payment attempt to you as fraudulent. Can you confirm your payment processor is secure?
TID-A78B5EB3,2024-06-12 21:30:00,Phone,General Feedback,Low,Excellent customer support experience,"As a new user, I found the settings menu difficult to navigate. The icons weren't very intuitive."
TID-C84E1745,2024-02-05 04:10:00,Email,Technical Issue,Medium,File export failing for large datasets,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Windows 11.
TID-9230D338,2024-07-21 05:56:00,Phone,Technical Issue,High,Unable to upload files - Permission Denied,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-84632BE8,2024-02-05 04:30:00,Phone,Technical Issue,High,Unable to upload files - Permission Denied,Our integration is failing because all calls to the /api/v2/reports endpoint are returning a 503 Service Unavailable error.
TID-3373CD45,2024-07-17 20:18:00,Email,General Feedback,Low,Love the new reporting dashboard,"As a new user, I found the settings menu difficult to navigate. The icons weren't very intuitive."
TID-2F8C40A1,2024-09-04 15:25:00,API,Technical Issue,High,API returning 503 errors,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 10:30 AM. Clearing cache did not help.
TID-57D2B12E,2024-05-19 17:00:00,Email,Billing & Payment,High,Request for past invoices,I want to upgrade from the 'Pro' plan to the 'Pro' plan. How does proration work?
TID-F144C224,2024-02-05 05:10:00,Email,Technical Issue,High,Unable to upload files - Permission Denied,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 10:30 AM. Clearing cache did not help.
TID-1CCD7024,2024-02-22 15:30:00,Email,Technical Issue,Urgent,Unable to upload files - Permission Denied,"When I try to access the analytics page page, it takes over a minute to load. Other sites are fine."
TID-46E995A0,2024-02-22 15:45:00,Web,Product Inquiry,Low,Do you offer training or webinars?,I would like to add my company logo to the reports I generate. Can I create custom templates?
TID-7CCD49FB,2025-02-12 06:00:00,Web,Technical Issue,Low,Mobile app drains battery,Our integration is failing because all calls to the /api/v2/data endpoint are returning a 503 Service Unavailable error.
TID-AF38AD79,2024-01-29 06:28:00,Email,Technical Issue,Medium,Application crashing on startup,Our integration is failing because all calls to the /api/v2/reports endpoint are returning a 503 Service Unavailable error.
TID-870C9F9D,2024-09-08 11:24:00,Web,Billing & Payment,Low,Request for past invoices,"My attempt to renew my subscription failed, but my bank statement shows a charge from your company. Please investigate."
TID-262612DC,2024-06-06 08:15:00,API,General Feedback,Low,UI is confusing for new users,Just wanted to say that the new reporting dashboard you launched last month is fantastic! It's a huge improvement.
TID-D1465ABB,2024-03-18 03:08:00,Email,Billing & Payment,Low,Payment failed but my card was charged,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-38B2801A,2024-03-25 03:00:00,Web,Account Management,Medium,Process for transferring account ownership,The manager of our corporate account has left the company. I need to take over ownership. What are the next steps?
TID-C9F89800,2024-07-28 19:00:00,Web,Account Management,High,Unable to reset password,My account is locked due to too many failed login attempts. I need urgent access for a presentation. Please unlock username 'demo_user@example.net'.
TID-B284B73C,2024-09-26 04:19:00,Email,General Feedback,Low,The onboarding process could be improved,"I wanted to thank your support agent, Sarah. She was incredibly helpful and resolved my issue quickly."
TID-95F27D16,2024-08-18 19:48:00,Email,Billing & Payment,Low,Request for past invoices,I want to upgrade from the 'Standard' plan to the 'Pro' plan. How does proration work?
TID-7728E44B,2024-10-13 17:58:00,Email,Product Inquiry,Low,Is it possible to customize report templates?,"For compliance reasons, I need to know your data retention policy. How long is data stored after it's deleted from the UI?"
TID-8F20870F,2024-08-18 22:00:00,Email,Product Inquiry,Low,Is there a mobile app?,I want to sync project deadlines from your platform to my Google Calendar. Do you have an integration for that?
TID-BD5602BC,2024-12-19 05:51:00,Email,Technical Issue,Urgent,Application crashing on startup,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 10:30 AM. Clearing cache did not help.
TID-2C3D2CC8,2024-12-15 19:40:00,Web,Technical Issue,Medium,Unable to upload files - Permission Denied,"I'm trying to export a report with 10000 rows to CSV, but it times out with the error 'ERR_TIMEOUT'."
TID-032F7C4E,2025-01-05 20:38:00,Email,Product Inquiry,Low,Data retention policy clarification,I am often on the go and would love to access my data from a mobile app. Is one available for iOS or Android?
TID-DFA888C1,2024-07-25 15:06:00,Email,Product Inquiry,Low,Is it possible to customize report templates?,I want to sync project deadlines from your platform to my Google Calendar. Do you have an integration for that?
TID-CA92F152,2024-10-21 02:00:00,Email,Billing & Payment,Medium,Incorrect amount on invoice,I am looking at invoice INV-2025-4900 and I don't understand the charge for 'API Usage Fee'. Can you clarify?
TID-91E3F4B5,2024-01-18 20:40:00,Web,Product Inquiry,Low,Integration with third-party calendar apps,"For compliance reasons, I need to know your data retention policy. How long is data stored after it's deleted from the UI?"
TID-1093C77F,2025-01-20 03:30:00,Email,Account Management,Medium,Process for transferring account ownership,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-CBC2442A,2024-04-22 07:56:00,Web,Product Inquiry,Low,Is there a mobile app?,I want to sync project deadlines from your platform to my Google Calendar. Do you have an integration for that?
TID-A8CEBA6A,2024-09-23 07:44:00,Web,Billing & Payment,Low,Received fraud alert after payment,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-27FE6392,2024-07-08 09:00:00,Web,Technical Issue,High,Search functionality not returning all results,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-C0897820,2025-02-13 22:57:00,Email,Account Management,High,User account locked,The manager of our corporate account has left the company. I need to take over ownership. What are the next steps?
TID-974F45DD,2024-05-02 22:10:00,Email,Technical Issue,Low,Dashboard widgets not refreshing,"I am an admin, but I keep getting a 'Permission Denied' error when I try to upload a CSV file. This started happening today."
TID-CE83311A,2024-06-20 23:27:00,Email,Technical Issue,Medium,Website is loading very slowly,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Windows 11.
TID-4AB3BFC4,2024-06-24 12:20:00,Email,Product Inquiry,Low,Do you offer training or webinars?,I need to export a report to PDF for a presentation. I can only see CSV and Excel options. Is this possible?
TID-42BE65F0,2024-07-12 01:35:00,Email,Technical Issue,High,Mobile app drains battery,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 10:30 AM. Clearing cache did not help.
TID-A9A1FC8A,2024-03-18 11:12:00,Web,Product Inquiry,Low,Integration with third-party calendar apps,I need to export a report to PDF for a presentation. I can only see CSV and Excel options. Is this possible?
TID-4F5DC17C,2024-11-15 07:37:00,Email,Billing & Payment,Medium,Payment failed but my card was charged,I want to upgrade from the 'Standard' plan to the 'Pro' plan. How does proration work?
TID-041CEAA6,2025-01-20 23:40:00,Phone,Technical Issue,Urgent,Search functionality not returning all results,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-89DDAA44,2024-07-05 04:57:00,Web,Account Management,High,Unable to reset password,The manager of our corporate account has left the company. I need to take over ownership. What are the next steps?
TID-C003D340,2024-01-29 10:20:00,Web,Account Management,High,User account locked,The manager of our corporate account has left the company. I need to take over ownership. What are the next steps?
TID-0E1EA90F,2025-01-17 16:59:00,Web,Product Inquiry,Low,Data retention policy clarification,I need to export a report to PDF for a presentation. I can only see CSV and Excel options. Is this possible?
TID-25CEC78C,2024-12-06 16:24:00,Web,Technical Issue,Medium,File export failing for large datasets,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Google Pixel 8."
TID-BDE211ED,2024-09-17 01:02:00,Phone,Account Management,High,User account locked,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-4C54B3A3,2024-09-03 01:20:00,Email,Account Management,High,Need to change the primary email,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-4D106A9B,2024-11-12 07:30:00,Email,Billing & Payment,Low,Received fraud alert after payment,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-90B441CD,2024-09-17 04:44:00,Web,Account Management,High,Need to change the primary email,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-3E42DB04,2024-11-08 22:13:00,Phone,Billing & Payment,High,Received fraud alert after payment,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-7BD18430,2024-08-02 15:18:00,Phone,Billing & Payment,Medium,Question about my latest invoice,Could you please provide PDF copies of all invoices for my account (50933) for the last fiscal year?
TID-069FA137,2024-11-19 14:08:00,Email,Product Inquiry,Low,Is there a mobile app?,I need to export a report to PDF for a presentation. I can only see CSV and Excel options. Is this possible?
TID-7BCB4BC6,2024-07-16 03:40:00,Phone,Account Management,High,User account locked,The manager of our corporate account has left the company. I need to take over ownership. What are the next steps?
TID-5340697C,2024-11-02 03:27:00,Web,Billing & Payment,Medium,Request for past invoices,Could you please provide PDF copies of all invoices for my account (50933) for the last fiscal year?
TID-6228AFC9,2024-02-26 14:52:00,Email,Billing & Payment,Low,Question about my latest invoice,I want to upgrade from the 'Basic' plan to the 'Pro' plan. How does proration work?
TID-231E8469,2024-03-22 05:49:00,Email,Technical Issue,High,API returning 503 errors,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-E4D67BD5,2024-09-17 14:36:00,Email,Technical Issue,High,Search functionality not returning all results,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-B32504BD,2024-10-12 06:45:00,Phone,Product Inquiry,Low,Integration with third-party calendar apps,"For compliance reasons, I need to know your data retention policy. How long is data stored after it's deleted from the UI?"
TID-163818F6,2024-06-25 06:40:00,API,Account Management,Low,New user invitation link has expired,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-60CCFA61,2024-07-16 10:12:00,Email,Billing & Payment,Medium,How to upgrade my subscription?,I want to upgrade from the 'Pro' plan to the 'Enterprise' plan. How does proration work?
TID-524AE8CF,2024-11-23 16:24:00,Phone,Technical Issue,High,Error message when saving a new project,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-EE43E861,2024-11-20 05:28:00,Web,Account Management,Low,New user invitation link has expired,"I sent an invite to a new team member, but the link expired. Can you please resend it to 'new.hire@example.org'?"
TID-3BEA5993,2025-01-05 01:30:00,Web,Technical Issue,High,Search functionality not returning all results,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-0423F65F,2024-09-28 12:47:00,Web,Billing & Payment,High,Incorrect amount on invoice,My credit card company flagged a recent payment attempt to you as fraudulent. Can you confirm your payment processor is secure?
TID-48E71453,2024-04-05 11:24:00,Email,Billing & Payment,Medium,Received fraud alert after payment,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-30F5D1AD,2024-08-13 20:12:00,API,Billing & Payment,Medium,Received fraud alert after payment,I am looking at invoice INV-2025-4900 and I don't understand the charge for 'API Usage Fee'. Can you clarify?
TID-9DDFEFF8,2024-03-15 08:54:00,Email,Technical Issue,High,Dashboard widgets not refreshing,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Google Pixel 8."
TID-80F91111,2024-12-04 17:00:00,Phone,Billing & Payment,High,Received fraud alert after payment,I want to upgrade from the 'Pro' plan to the 'Enterprise' plan. How does proration work?
TID-D636D01E,2024-07-16 18:36:00,Email,Billing & Payment,Low,Request for past invoices,Could you please provide PDF copies of all invoices for my account (50933) for the last fiscal year?
TID-A58EBC31,2024-04-05 13:39:00,Email,Account Management,Medium,Unable to reset password,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-90C9B5DE,2024-03-01 07:46:00,Web,Billing & Payment,High,Received fraud alert after payment,I want to upgrade from the 'Basic' plan to the 'Enterprise' plan. How does proration work?
TID-D7321CBF,2024-10-23 15:36:00,Web,Technical Issue,Urgent,API returning 503 errors,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-79B011E6,2024-12-15 15:00:00,Phone,Account Management,High,Process for transferring account ownership,"I sent an invite to a new team member, but the link expired. Can you please resend it to 'new.user@example.com'?"
TID-2A5AB746,2024-12-15 16:39:00,Web,Technical Issue,Urgent,Website is loading very slowly,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-5687D11D,2025-01-23 14:00:00,Email,Billing & Payment,Medium,Request for past invoices,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-07D85A8F,2024-10-20 08:29:00,Web,Product Inquiry,Low,Is there a mobile app?,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-C09F1D41,2024-02-19 19:16:00,Email,Billing & Payment,Medium,Received fraud alert after payment,My credit card company flagged a recent payment attempt to you as fraudulent. Can you confirm your payment processor is secure?
TID-92F9F614,2024-09-22 05:15:00,Email,Account Management,Low,New user invitation link has expired,"I sent an invite to a new team member, but the link expired. Can you please resend it to 'new.hire@example.org'?"
TID-AAD6186E,2024-12-19 13:40:00,Email,Account Management,High,New user invitation link has expired,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-C7D6A0D7,2024-03-26 03:48:00,Email,Billing & Payment,Medium,Request for past invoices,I want to upgrade from the 'Basic' plan to the 'Pro' plan. How does proration work?
TID-F1750F97,2024-02-12 18:36:00,Email,Product Inquiry,Low,Do you offer training or webinars?,I am often on the go and would love to access my data from a mobile app. Is one available for iOS or Android?
